"","DS1_L_1","DS1_L_2","DS1_L_3","DS1_L_4","DS1_L_5","DS1_L_6","DS1_R_1","DS1_R_2","DS1_R_3","DS1_R_4","DS1_R_5","DS1_R_6","DS2_L_1","DS2_L_2","DS2_L_3","DS2_L_4","DS2_L_5","DS2_L_6","DS2_R_1","DS2_R_2","DS2_R_3","DS2_R_4","DS2_R_5","DS2_R_6","DS3_L_1","DS3_L_2","DS3_L_3","DS3_L_4","DS3_L_5","DS3_L_6","DS3_R_1","DS3_R_2","DS3_R_3","DS3_R_4","DS3_R_5","DS3_R_6"
"OTU_4",22.1446271682811,19.8056176232711,13.7764366952936,6.15370190955402,30.2767175572519,18.2110770451044,0.00974310675197298,0.346097076836944,0.0919963201471941,0.276890643928071,0.334964821046192,0.197371588119193,0.240270572211254,0.0384881841274729,0.00894361053557321,0.0118645073263333,0.0740836775137518,0.00563777307963354,0.00698653345676209,0.00910067162956626,0.00488035008377934,0.010126582278481,0.00156081724390891,0.00990033661144479,0.0137189266311804,0,0.00569127669564475,0.00695821591343979,0.00564828151035048,0.00530447697856991,0.0679754640943888,0.00326429352527379,0.0113671424627726,0.0237010953291913,0.0189514670158331,0.0272423891575291
"OTU_12",0.0075091987684914,0.00411246213107788,0.00409606641089008,0.0015626464981092,0.00318066157760814,0.00457603075092665,12.7667175473353,12.7818400827919,13.5253365375589,10.8789704702421,11.541755888651,10.3547874644972,0,0.00153952736509891,0.00149060175592887,0.0133475707421249,0,0.00422832980972516,1.9352697675231,3.48009683114614,1.49176034227522,3.79409282700422,4.12367915840734,3.96838492508745,0,0.00139111080197538,0.00142281917391119,0,0,0.00176815899285664,0.294560344409018,0.659387292105306,0.420584271122587,0.5061876788163,0.408317971159313,0.616359054689096
"OTU_6",0.0075091987684914,0.0109665656828743,1.38310509141055,0.360971341063225,0.00795165394402036,0.0335575588401287,9.16826345360657,19.5001951037443,8.2252220115277,20.0163617198685,7.37228510247782,13.7871275213017,0,0,0.00149060175592887,0.00148306341579166,0,0.00140944326990839,1.37634709098213,1.2631732221838,1.42180865774105,1.04810126582278,1.14095740529741,1.0378852880998,0.00137189266311804,0,0,0,0,0,0.051790829786201,0.337854379865838,0.185122034393725,0.650087186172104,0.425546577537343,0.430770278553429
"OTU_3",0.692348126454907,9.07620392328887,0.811021149356235,0.262524611682345,0.213104325699746,4.73924251437636,0.0129908090026306,0.0288414230697453,0.827966881324747,0.0125859383603669,0.0718874273478128,0.179720470482517,0.662657055843778,1.81356323608652,3.89941419350992,5.15512843329181,0.0351897468190321,4.23819591261452,0.124010968857527,0.0400429551700916,0.0683249011729108,0.0556962025316456,0.0202906241708158,0.0429014586495941,0.437633759534654,6.94998956666899,13.8781782223297,0.607104338447622,3.89872631251942,1.00431430794257,0.0339877320471944,0.0146893208637321,0.0665789772819538,0.0118505476645956,0.186068948882725,0.0425662330586392
"OTU_1",0.555680708868364,0.0205623106553894,16.0142543111099,0.100009375878989,0.0143129770992366,0.10982473802224,3.73485758825631,0.907656549547868,3.53716463586354,1.3309629816088,1.71459161823188,0.499045235000562,0.00153038581026277,0.00153952736509891,0.00447180526778661,0.0103814439105416,0.00185209193784379,0.00563777307963354,7.51750999947601,4.21725123314101,5.03489450309902,0.948523206751055,1.10818024317533,2.35132994521814,0.00548757065247215,0.00139111080197538,0,0.00173955397835995,0.00282414075517524,9.54275408444727,0.140806318481234,0.285625683461457,1.49559117260194,0.883712268702704,1.84346088244922,2.08234012122863
"OTU_2",0,0,0,0,0,0,0.00162385112532883,0,0,0,0,0,0.0153038581026277,0.0200138557462859,0.00894361053557321,2.18455241146111,0.0129646435649066,0.0112755461592671,0.143223935863623,0.00910067162956626,0.0325356672251956,0.00675105485232068,0.0187298069269069,0.00825028050953732,12.7188168797673,0.00973777561382764,0,0.0173955397835995,38.0595328871191,1.27661079284249,0.375483515949957,0.112618126621946,0.467676718468359,0.954815554690277,0.690867115759006,0.609548457399714
"OTU_24",2.13111061049786,0.320772046224074,1.71488647069264,2.00643810357221,6.23727735368957,0.620814838542382,0.0162385112532883,0.00508966289466094,0.0356720425060549,0.0487705111464217,0.0428265524625268,0.0930695293570179,0.782027149044274,0.389500423370025,1.52935740158302,4.07842439342706,0.0166688274405942,0.713178294573643,0.00349326672838105,0.00182013432591325,0.00488035008377934,0.0118143459915612,0.00468245173172673,0.00825028050953732,1.71486582889755,2.15483063225986,8.77168020716247,23.3204606338935,3.60783981473637,2.29683853172077,0,0,0,0,0,0
"OTU_10",0.00150183975369828,0,0,0,0,0,0.438439803838784,0.317255653767199,0.364230328746034,0.239132828846971,0.32425818293056,0.314510823344405,0.0397900310668319,0.00153952736509891,0,0.0074153170789583,0.00740836775137518,0.00281888653981677,3.88451260195972,2.93587666769808,5.57498657903727,4.7746835443038,5.10699402206996,3.52616988977625,0,0.00139111080197538,0.00142281917391119,0,0,0,2.5248029520773,5.42199154547977,8.90047254835095,5.27518664612572,2.15874437916717,7.46100933051829
"OTU_44",0.00300367950739656,0,0.00136535547029669,0,0.00159033078880407,0,6.5392484816992,6.19920940569703,6.9166212943319,6.11519280084326,5.92994799632915,4.05012917408816,0,0.00153952736509891,0.00149060175592887,0.0192798244052916,0.00185209193784379,0.00563777307963354,2.75444081532845,2.53908738464899,3.06974020269721,3.14261603375527,2.97179603240257,2.67639099729391,0,0.00139111080197538,0,0.00695821591343979,0,0,0.129477074465502,0.576147807210824,1.15457689871876,0.783829081243969,0.0792515893389384,0.289450384798747
"OTU_9",0.00150183975369828,0.00137082071035929,0.00136535547029669,0,0.00318066157760814,0.00152534358364222,4.73352603033354,4.71811750335069,5.76197360268855,5.43712537167849,5.55521566228204,5.5504741732056,0,0,0.00149060175592887,0.00296612683158332,0,0.00140944326990839,1.8619111662271,3.62752771154511,2.18151648744937,3.20337552742616,3.33234481574552,3.47996831892284,0,0,0,0.00173955397835995,0.00141207037758762,0,0.0226584880314629,0.176271850364785,0.165635504457544,0.275948467047013,0.00516858191340902,0.0970510113736975
